"ID","문A1-1.귀하께서 참여하신 교육 과정은 무엇입니까?","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 1)일정 장소에서 강사가 강의하는 강좌","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 2)직장 내 직무 연수 프로그램","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 3)원격/사이버 강좌 수강","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 4)전문적인 세미나 및 워크숍^학습 동아리","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 5)기타 강좌 및 개인교습","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (1)학력보완 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (2)성인기초 및 문자해득교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (3)직업능력향상교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (4)인문교양교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (5)문화예술 스포츠 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (6)시민참여교육","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 1)가족^ 친구 또는 직장동료나 상사의 도움이나 조언을 통해 학습한 적이 ?F1","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 2)컴퓨터나 인터넷을 활용해서 새로운 정보나 사실을 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 3)학습을 목적으로 텔레비전^ 라디오^ 비디오를 활용해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 4)인쇄매체(책이나 전문잡지 등)를 활용해서 학습해 본 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 5)역사적.자연적.산업적 장소를 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 6)도서관 등을 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 7)축제^ 박람회^ 음악회 등을 통해 학습한 적이 있다","문E1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 교육과 학습 참여를 목적으로 관련 정보를 찾아본 경험이 있습니까?","문E1-1.귀하께서는 원하시는 정보를 얻으셨습니까?","문F1-(1).학습경험여부 - 1)영어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 1)영어","문F1-(1).학습경험여부 - 2)중국어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 2)중국어","문F1-(1).학습경험여부 - 3)일본어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 3)일본어","문F2.지난 1년 간(2013년 7월 ~ 2014년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어","문F5-1) 컴퓨터 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-2) 워드프로세서(한글^ MS 워드 등) 작성.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-3) 엑셀 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문G2.귀하께서는 대다수의 사람들이 기회만 있으면 당신을 이용하려고 한다고 생각하십니까 아니면 정당하게 대우해 준다고 생각하십니까?","문G6.귀하께서는 정치에 얼마나 관심을 갖고 계십니까?","문G13.귀하의 건강은 전반적으로 어떠십니까?","문G15-1.평생학습 참여가 삶의 질 향상에 얼마나 도움이 되었습니까? 또는 평생학습에 참여하지 않으셨다면 얼마나 도움이 될 것이라고 생각하십니까?","성별","연령별(10세)","학력별","경활상태","월 가구소득","지역","가중치","형식교육","비형식교육","전체참여자","직업관련비형식참여자","형식학습 투자시간","비형식교육 투여시간(전체)","직업관련 비형식교육 투여시간","평생학습 개인투자 비용(전체)","형식학습 투자비용","비형식교육  개인투자비용(전체)"
47002,,2,1,2,2,2,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,,2,,3,1,1,1,7,2,4,4,2,2,2,1,3,2,1993.0666815,2,1,1,1,,41,41,0,,0
4701,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,2,2,1,8,3,4,4,2,4,3,3,2,2,2001.1506969,2,2,2,2,,,,,,
470101,,1,2,2,2,2,0,0,0,0,1,0,1,1,1,2,1,2,2,2,,1,2,2,,2,,1,2,2,2,7,1,3,3,2,2,1,1,1,2,1848.8820007,2,1,1,2,,48,,25,,25
4702,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,3,4,4,1,4,2,2,2,2,2636.3427786,2,2,2,2,,,,,,
470201,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,2,,1,2,2,,2,,1,2,2,2,6,2,5,3,2,2,2,1,3,2,1848.8820007,2,2,2,2,,,,,,
470202,,2,2,2,2,2,,,,,,,2,2,1,2,2,1,2,2,,1,2,2,,2,,1,1,2,1,2,1,5,3,1,3,2,1,3,2,2070.5581781,2,2,2,2,,,,,,
470301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,1,2,1,2,1,2,2,2,3,1,3,3,2,2,2,1,2,2,1848.8820007,2,2,2,2,,,,,,
470401,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,1,2,3,2,3,1,3,3,2,2214.0521524,2,2,2,2,,,,,,
470402,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,2,5,3,1,2,2,1,3,2,2397.063609,2,2,2,2,,,,,,
470501,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,3,3,2,4,1,5,3,1,2,2,1,3,2,2247.5118272,2,2,2,2,,,,,,
470502,,2,1,2,2,2,0,0,1,0,0,0,2,1,1,2,2,2,2,2,,1,2,2,,2,,1,3,3,3,5,2,5,4,2,2,2,1,3,2,2072.4770495,2,1,1,1,,50,50,0,,0
470601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,4,1,5,3,2,1,2,1,2,2,1906.3975686,2,2,2,2,,,,,,
470602,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,2,2,2,5,3,1,1,2,1,2,2,2874.3531107,2,2,2,2,,,,,,
470701,,1,2,2,2,2,0,0,1,0,0,0,2,1,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,2,4,3,2,4,1,1,1,3,923.5176619,2,1,1,1,,50,50,0,,0
470801,,2,2,2,2,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,1,3,3,2,4,1,1,3,3,884.31684106,2,1,1,2,,10,,0,,0
470802,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,2,3,3,1,4,1,1,3,3,1128.2227343,2,2,2,2,,,,,,
470901,,2,2,2,2,2,,,,,,,1,2,1,2,2,1,1,2,,1,2,2,,2,,1,3,3,3,3,4,2,5,2,3,2,1,4,3,1589.3376532,2,2,2,2,,,,,,
470902,,2,2,2,2,1,0,0,0,1,0,0,2,2,2,1,2,2,2,2,,1,2,2,,2,,1,4,4,4,7,2,5,5,1,3,2,1,4,3,2746.6478555,2,1,1,2,,82,,1,,1
471001,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,1,5,3,2,4,1,1,1,3,884.31684106,2,2,2,2,,,,,,
471002,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,2,3,3,1,3,1,1,1,3,2291.6944858,2,2,2,2,,,,,,
47101,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,2,1,1,1,5,2,4,3,2,1,2,1,2,2,3359.5957126,2,2,2,2,,,,,,
471101,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,1,3,3,2,2,2,1,3,3,1741.8860978,2,2,2,2,,,,,,
471102,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,3,5,3,1,3,2,1,3,3,2746.6478555,2,2,2,2,,,,,,
471201,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,4,2,2,3,2,4,1,3,3,2,1010.6583477,2,2,2,2,,,,,,
471301,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,4,1,3,3,2,4,1,1,3,3,884.31684106,2,2,2,2,,,,,,
471401,,2,1,2,2,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,1,4,4,2,4,1,1,3,3,923.5176619,2,1,1,1,,16,16,0,,0
471501,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,1,4,3,1,4,1,1,2,3,1517.7479066,2,2,2,2,,,,,,
471502,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,1,4,3,2,2,1,3,2,3,1741.8860978,2,2,2,2,,,,,,
471601,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,2,4,3,1,4,1,1,2,3,1128.2227343,2,2,2,2,,,,,,
471602,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,2,3,3,2,4,1,1,2,3,923.5176619,2,2,2,2,,,,,,
471701,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,4,4,1,4,1,1,3,3,1517.7479066,2,1,1,1,,16,16,20,,20
471801,,2,1,1,1,2,0,0,3,0,0,0,1,1,1,1,1,1,1,2,,1,1,2,,2,,5,4,4,4,7,2,5,3,2,1,3,1,4,1,3637.9917439,2,1,1,1,,94,94,20,,20
471802,,2,1,2,2,2,0,0,2,0,0,0,1,1,1,2,2,2,2,2,,1,2,2,,2,,4,4,4,4,7,2,5,4,1,1,3,1,4,1,3747.7925283,2,1,1,1,,26,26,0,,0
471901,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,5,3,2,4,2,3,2,1,2415.8437691,2,2,2,2,,,,,,
471902,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,3,3,4,3,1,4,3,1,2,1,2078.5729695,2,2,2,2,,,,,,
472001,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,1,5,3,2,4,1,3,3,1,1631.3198343,2,2,2,2,,,,,,
472002,,2,1,2,2,2,0,0,1,0,0,0,1,1,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,6,1,5,4,1,1,3,1,3,1,7464.922654,2,1,1,1,,16,16,0,,0
472003,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,3,3,3,1,4,1,1,3,1,2451.6980047,2,2,2,2,,,,,,
47201,,1,2,2,2,2,0,0,1,0,0,0,2,1,2,2,2,2,1,1,2,1,2,2,,2,,2,1,1,1,6,3,4,4,1,4,2,1,3,2,1850.3786212,2,1,1,1,,16,16,0,,0
472101,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,2,,1,2,2,,2,,1,3,3,3,7,3,5,3,2,1,3,3,3,1,5878.3650468,2,2,2,2,,,,,,
472102,,2,1,2,2,2,0,0,2,0,0,0,1,1,2,2,2,2,2,2,,1,1,2,,2,,5,3,3,3,8,2,5,4,1,1,3,1,3,1,3747.7925283,2,1,1,1,,32,32,0,,0
472201,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,2,,1,2,2,,1,2,1,4,4,4,6,2,5,3,2,2,3,3,4,1,2651.7885128,2,2,2,2,,,,,,
472202,,2,1,2,2,2,0,0,1,0,0,0,1,1,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,3,6,1,5,3,1,3,3,1,4,1,3799.6469599,2,1,1,1,,16,16,0,,0
472301,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,2,2,,1,2,2,,2,,1,4,4,4,7,2,5,3,2,3,3,3,3,1,3036.2977222,2,2,2,2,,,,,,
472401,,2,2,2,2,2,,,,,,,2,2,1,2,1,1,1,2,,1,2,2,,2,,1,2,2,2,5,2,5,3,2,2,3,3,4,1,2651.7885128,2,2,2,2,,,,,,
472402,,2,1,2,2,2,0,0,2,0,0,0,1,1,2,2,2,2,2,2,,1,1,2,,2,,5,3,3,3,6,1,5,3,1,3,3,1,4,1,3799.6469599,2,1,1,1,,24,24,0,,0
472501,,2,1,2,2,2,0,0,2,0,0,0,1,1,1,1,1,2,2,2,,1,2,2,,2,,1,2,2,2,6,2,5,4,2,4,3,1,4,1,1631.3198343,2,1,1,1,,22,22,0,,0
472502,,2,1,2,2,2,0,0,1,0,0,0,1,1,2,2,2,2,2,2,,1,1,2,,2,,4,2,2,2,5,3,4,4,1,4,3,1,4,1,2078.5729695,2,1,1,1,,16,16,0,,0
472503,,2,2,2,2,2,,,,,,,1,1,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,3,5,2,5,4,2,1,3,1,4,1,3637.9917439,2,2,2,2,,,,,,
472504,,2,1,2,2,2,0,0,1,0,0,0,1,1,2,1,2,2,2,2,,1,2,2,,2,,5,3,3,3,7,1,5,4,2,1,3,1,4,1,3637.9917439,2,1,1,1,,16,16,0,,0
472601,,2,2,2,2,2,,,,,,,1,1,2,2,1,2,2,2,,1,2,2,,2,,1,2,3,2,7,2,5,3,2,1,2,1,4,2,3150.8762317,2,2,2,2,,,,,,
472602,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,3,5,2,5,3,1,1,3,1,4,2,3617.4245595,2,2,2,2,,,,,,
472701,,2,2,1,2,2,0,0,1,1,0,0,1,1,1,2,2,2,2,2,,1,1,2,,2,,4,4,3,2,7,2,3,3,2,1,3,1,4,2,2866.9612907,2,1,1,1,,112,100,31,,31
472702,,2,2,2,2,2,,,,,,,1,1,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,3,7,2,5,3,1,2,3,1,4,2,2696.7248915,2,2,2,2,,,,,,
472801,,2,1,2,2,2,0,0,2,0,0,0,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,1,5,4,2,4,2,1,3,2,1032.6447621,2,1,1,1,,4,4,0,,0
472802,,2,1,2,2,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,2,2,7,1,5,3,1,1,3,1,3,2,3018.1761455,2,1,1,1,,16,16,0,,0
472901,,2,2,2,2,2,,,,,,,2,2,2,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,6,2,3,3,2,3,2,3,4,2,1159.0363289,2,2,2,2,,,,,,
472902,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,1,1,3,4,5,3,1,3,2,1,4,2,2676.0841784,2,1,1,1,,16,16,0,,0
473001,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,2,,1,2,2,,1,2,1,4,3,3,6,2,5,3,2,1,2,3,3,2,3150.8762317,2,2,2,2,,,,,,
473002,,2,2,2,1,2,0,0,1,0,0,0,1,1,2,2,1,2,2,2,,1,2,2,,1,2,1,3,3,3,6,2,3,3,1,1,3,1,3,2,3018.1761455,2,1,1,1,,130,130,30,,30
47301,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,2,1,2,2,1,1,1,2,2,,2,,2,1,1,1,3,3,2,4,1,3,2,1,2,2,1871.3291077,2,1,1,1,,16,16,11,,11
47302,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,2,1,1,1,5,2,2,4,2,3,3,1,2,2,1784.3053319,2,2,2,2,,,,,,
473101,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,2,2,,1,2,2,,1,1,1,4,4,4,3,2,5,4,2,2,3,3,3,2,2034.0555235,2,2,2,2,,,,,,
473102,,2,2,2,1,2,0,0,1,0,0,0,1,1,1,2,1,2,2,2,,1,2,2,,2,,4,4,4,4,5,2,4,4,1,2,3,1,3,2,2696.7248915,2,1,1,1,,50,50,0,,0
473201,,2,2,2,2,2,,,,,,,2,2,1,1,1,1,1,2,,1,2,2,,2,,1,4,4,4,7,3,3,3,2,1,3,1,4,2,2866.9612907,2,2,2,2,,,,,,
473202,,2,1,2,2,2,0,0,2,0,0,0,2,2,2,2,1,2,2,2,,1,1,1,2,2,,4,4,4,4,4,2,5,4,1,2,3,1,4,2,1998.7288624,2,1,1,1,,24,24,0,,0
473301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,4,2,5,3,2,1,2,3,2,2,2866.9612907,2,2,2,2,,,,,,
473302,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,4,3,3,3,5,2,5,3,1,1,3,1,2,2,3617.4245595,2,2,2,2,,,,,,
473401,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,2,1,1,1,2,2,,2,,1,4,4,4,6,3,5,3,2,1,2,3,3,2,3150.8762317,2,2,2,2,,,,,,
473402,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,5,2,5,3,1,2,3,1,3,2,2696.7248915,2,1,1,1,,16,16,0,,0
473501,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,3,3,2,7,2,5,4,2,2,3,1,4,2,1814.4070194,2,2,2,2,,,,,,
473601,,2,1,2,1,2,0,0,2,0,0,0,1,1,2,2,2,2,2,2,,1,1,2,,2,,5,3,3,3,3,2,5,4,1,2,3,1,4,2,2696.7248915,2,1,1,1,,24,24,0,,0
473701,,1,2,2,2,1,0,0,1,0,0,0,2,1,1,1,1,1,2,2,,1,2,2,,1,2,1,3,2,1,6,3,3,3,2,2,2,1,1,2,1814.4070194,2,1,1,1,,100,100,8,,8
473801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,1,2,4,2,1,1,5,2,3,3,2,3,3,1,2,1,2635.3576704,2,2,2,2,,,,,,
473901,,2,2,1,2,2,0,0,0,1,0,0,1,1,2,1,2,1,2,2,,1,2,2,,1,2,1,1,1,1,8,3,4,4,2,3,2,3,4,1,2432.0329311,2,1,1,2,,24,,4,,4
473902,,1,1,1,2,2,0,0,5,0,0,1,1,1,2,1,2,2,1,2,,1,2,2,,1,2,3,3,2,2,8,2,4,3,1,4,3,1,4,1,2712.6683366,2,1,1,1,,165,165,17,,17
474001,3,2,2,2,2,2,,,,,,,1,1,1,1,2,1,1,2,,1,1,2,,1,2,4,3,2,1,6,2,3,3,1,1,3,3,9,1,4767.9970379,1,2,1,2,800,,,800,800,
474003,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,3,3,2,4,1,3,9,1,1498.6416424,2,2,2,2,,,,,,
47401,,2,2,2,2,2,,,,,,,2,2,1,1,2,2,1,2,,1,2,2,,2,,2,1,1,1,7,2,4,3,1,4,1,1,2,2,1890.8337281,2,2,2,2,,,,,,
47402,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,2,2,,1,2,2,,2,,1,1,1,1,6,2,4,3,2,4,1,3,2,2,1316.1765923,2,2,2,2,,,,,,
474101,,2,1,1,2,2,0,0,2,1,0,0,2,2,2,2,2,2,2,1,1,1,2,2,,2,,1,1,1,1,7,2,4,4,2,3,2,1,2,1,2183.5844526,2,1,1,1,,74,65,0,,0
474201,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,1,2,,1,2,2,,1,2,1,2,1,1,6,1,3,3,1,2,3,2,2,1,3663.5672789,2,2,2,2,,,,,,
474301,,2,2,2,2,2,,,,,,,2,2,2,1,1,1,1,1,1,1,2,2,,1,2,4,3,3,2,8,1,3,3,2,2,3,3,3,1,3068.462529,2,2,2,2,,,,,,
474401,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,1,2,,1,2,2,,2,,1,2,3,2,6,1,4,3,1,2,2,1,2,1,3663.5672789,2,2,2,2,,,,,,
474501,,1,2,2,2,2,0,0,0,0,1,0,2,2,2,1,2,1,1,1,1,1,2,2,,2,,1,1,1,1,9,2,4,4,2,3,2,3,2,1,2183.5844526,2,1,1,2,,144,,36,,36
474601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,4,1,3,3,1,1,3,2,2,1,5166.6148947,2,2,2,2,,,,,,
474602,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,2,2,5,1,3,3,1,4,1,1,2,1,1874.9264362,2,2,2,2,,,,,,
474701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,1,1,2,2,,1,2,1,2,1,1,8,2,4,4,2,2,2,3,3,1,3068.462529,2,2,2,2,,,,,,
474702,,2,2,2,2,2,,,,,,,1,2,2,1,2,2,2,2,,1,2,2,,1,2,3,3,2,2,10,2,4,4,1,2,3,1,3,1,4011.5174045,2,2,2,2,,,,,,
474801,,2,2,2,2,2,,,,,,,2,2,2,2,1,2,2,2,,1,2,2,,2,,4,2,2,1,7,2,4,4,2,2,2,3,2,1,2280.7091047,2,2,2,2,,,,,,
474901,,1,2,2,2,2,0,0,1,0,0,0,1,2,2,2,2,2,1,2,,1,2,2,,2,,1,4,4,4,7,2,4,3,2,2,2,2,1,1,2280.7091047,2,1,1,1,,90,90,48,,48
475001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,2,,1,2,2,,2,,1,1,1,1,9,1,4,3,2,4,1,3,3,1,1498.6416424,2,2,2,2,,,,,,
47501,,2,2,2,2,2,,,,,,,1,2,1,1,1,2,1,1,1,1,2,2,,2,,2,1,1,1,5,3,2,4,2,4,1,3,1,2,1339.2153823,2,2,2,2,,,,,,
475101,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,1,2,1,3,2,2,8,2,3,4,1,2,3,1,2,1,3663.5672789,2,2,2,2,,,,,,
475201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,1,2,1,2,2,1,5,1,4,3,1,1,2,2,1,1,4888.2171639,2,2,2,2,,,,,,
475202,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,2,3,3,1,4,1,2,1,1,1874.9264362,2,2,2,2,,,,,,
475301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,1,2,1,2,2,1,7,2,3,3,2,3,2,1,2,1,2183.5844526,2,2,2,2,,,,,,
475401,,1,2,2,2,2,0,0,1,0,0,0,2,2,2,1,1,2,2,2,,1,2,2,,2,,1,4,4,4,8,2,3,4,1,2,3,1,3,1,3663.5672789,2,1,1,1,,2,2,0,,0
475402,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,7,2,4,4,2,1,2,3,3,1,2941.4692644,2,2,2,2,,,,,,
475501,,1,2,2,2,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,,1,2,2,,1,2,4,2,3,2,9,2,4,4,1,3,1,1,3,1,2689.3912108,2,1,1,1,,16,16,15,,15
475502,,1,2,2,2,2,0,0,1,0,0,0,1,2,1,1,2,2,2,2,,1,2,2,,2,,1,2,2,1,10,2,4,4,2,3,2,1,3,1,2183.5844526,2,1,1,1,,290,290,130,,130
475601,,1,2,2,2,1,0,0,0,1,3,0,2,1,1,1,2,2,2,2,,1,2,2,,2,,1,2,2,2,7,2,2,5,2,3,2,3,4,1,4569.6842363,2,1,1,2,,559,,144,,144
475602,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,3,4,4,1,3,2,1,4,1,4663.377863,2,2,2,2,,,,,,
475701,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,5,3,4,4,1,3,2,1,4,1,4663.377863,2,2,2,2,,,,,,
475702,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,2,2,,1,2,2,,2,,1,1,2,2,4,3,4,4,2,3,2,1,4,1,4569.6842363,2,2,2,2,,,,,,
475803,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,1,2,,1,2,2,,1,2,1,3,2,3,7,2,4,4,2,1,3,2,3,1,3853.5944937,2,2,2,2,,,,,,
475901,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,1,2,,1,2,2,,2,,1,2,2,2,6,4,4,4,2,2,2,1,2,1,2068.7678587,2,2,2,2,,,,,,
476001,,1,2,2,2,2,0,0,0,0,1,0,2,1,1,1,1,2,2,1,1,1,2,2,,1,2,1,3,3,3,6,3,4,5,2,3,2,3,4,1,1980.6687854,2,1,1,2,,145,,120,,120
47602,,2,2,2,2,2,,,,,,,2,2,1,1,1,2,2,2,,2,,2,,2,,1,1,1,1,5,2,4,3,2,4,1,1,3,3,587.37572126,2,2,2,2,,,,,,
47603,,2,2,2,2,2,,,,,,,2,1,1,1,2,2,2,1,1,1,2,2,,2,,2,4,3,2,5,2,4,4,2,1,3,1,3,3,764.64831441,2,2,2,2,,,,,,
476102,,2,2,2,2,2,,,,,,,2,1,1,1,1,1,1,2,,1,2,2,,1,2,1,2,2,2,4,2,4,4,2,2,3,1,3,1,2068.7678587,2,2,2,2,,,,,,
476202,,2,2,2,2,2,,,,,,,2,1,1,2,1,2,2,2,,1,2,2,,1,2,1,2,2,2,5,4,4,4,2,2,2,1,3,1,2783.3171019,2,2,2,2,,,,,,
476302,,2,2,2,2,2,,,,,,,2,1,1,1,2,2,2,2,,1,2,2,,1,2,1,3,2,2,6,3,3,4,2,3,2,3,2,1,1980.6687854,2,2,2,2,,,,,,
476402,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,2,1,1,1,6,3,2,4,2,4,2,3,2,1,1687.5923705,2,2,2,2,,,,,,
