"ID","문A1-1.귀하께서 참여하신 교육 과정은 무엇입니까?","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 1)일정 장소에서 강사가 강의하는 강좌","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 2)직장 내 직무 연수 프로그램","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 3)원격/사이버 강좌 수강","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 4)전문적인 세미나 및 워크숍^학습 동아리","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 5)기타 강좌 및 개인교습","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (1)학력보완 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (2)성인기초 및 문자해득교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (3)직업능력향상교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (4)인문교양교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (5)문화예술 스포츠 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (6)시민참여교육","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 1)가족^ 친구 또는 직장동료나 상사의 도움이나 조언을 통해 학습한 적이 ?F1","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 2)컴퓨터나 인터넷을 활용해서 새로운 정보나 사실을 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 3)학습을 목적으로 텔레비전^ 라디오^ 비디오를 활용해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 4)인쇄매체(책이나 전문잡지 등)를 활용해서 학습해 본 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 5)역사적.자연적.산업적 장소를 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 6)도서관 등을 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 7)축제^ 박람회^ 음악회 등을 통해 학습한 적이 있다","문E1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 교육과 학습 참여를 목적으로 관련 정보를 찾아본 경험이 있습니까?","문E1-1.귀하께서는 원하시는 정보를 얻으셨습니까?","문F1-(1).학습경험여부 - 1)영어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 1)영어","문F1-(1).학습경험여부 - 2)중국어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 2)중국어","문F1-(1).학습경험여부 - 3)일본어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 3)일본어","문F2.지난 1년 간(2013년 7월 ~ 2014년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어","문F5-1) 컴퓨터 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-2) 워드프로세서(한글^ MS 워드 등) 작성.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-3) 엑셀 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문G2.귀하께서는 대다수의 사람들이 기회만 있으면 당신을 이용하려고 한다고 생각하십니까 아니면 정당하게 대우해 준다고 생각하십니까?","문G6.귀하께서는 정치에 얼마나 관심을 갖고 계십니까?","문G13.귀하의 건강은 전반적으로 어떠십니까?","문G15-1.평생학습 참여가 삶의 질 향상에 얼마나 도움이 되었습니까? 또는 평생학습에 참여하지 않으셨다면 얼마나 도움이 될 것이라고 생각하십니까?","성별","연령별(10세)","학력별","경활상태","월 가구소득","지역","가중치","형식교육","비형식교육","전체참여자","직업관련비형식참여자","형식학습 투자시간","비형식교육 투여시간(전체)","직업관련 비형식교육 투여시간","평생학습 개인투자 비용(전체)","형식학습 투자비용","비형식교육  개인투자비용(전체)"
106401,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,,2,,1,2,2,2,8,3,3,4,2,2,3,3,1,2,2221.2473219,2,2,2,2,,,,,,
106402,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,,2,,1,3,3,3,2,2,2,4,1,1,3,1,1,2,5060.9941284,2,2,2,2,,,,,,
106501,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,3,4,4,1,4,2,1,2,3,2172.2859962,2,2,2,2,,,,,,
106502,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,2,4,4,2,3,2,3,2,3,2220.5808981,2,2,2,2,,,,,,
106601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,2,1,1,1,5,2,3,3,1,4,1,1,2,1,1600.8521999,2,2,2,2,,,,,,
106701,,2,2,2,2,2,,,,,,,1,1,2,1,1,2,2,2,,1,2,2,,1,2,3,4,3,3,7,2,4,3,1,2,2,1,2,1,4425.9566453,2,2,2,2,,,,,,
106801,,2,2,1,2,2,0,0,0,2,0,0,1,1,2,2,2,2,2,1,1,1,2,2,,2,,3,4,4,3,8,2,4,4,1,2,2,1,2,1,3858.3579498,2,1,1,1,,27,27,12,,12
106802,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,3,3,3,2,8,2,4,4,2,2,2,3,2,1,4103.3092863,2,2,2,2,,,,,,
106901,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,1,2,3,4,3,3,7,2,3,4,1,4,3,3,2,1,1600.8521999,2,2,2,2,,,,,,
107001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,2,2,1,1,7,2,3,3,1,4,3,2,2,1,1720.6362456,2,2,2,2,,,,,,
10701,,1,2,1,1,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,1,2,2,2,8,2,3,5,2,2,3,1,3,1,1749.0066117,2,1,1,1,,72,60,16,,16
10702,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,2,1,1,1,2,,1,1,1,2,2,,2,4,4,4,5,4,3,4,1,2,3,1,3,1,2391.2600901,2,1,1,1,,100,100,10,,10
107101,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,1,2,2,2,1,1,5,2,2,3,1,3,2,1,3,1,3090.9737702,2,2,2,2,,,,,,
107201,,2,2,2,2,2,,,,,,,2,1,2,1,2,2,2,2,,1,1,2,,2,,3,4,4,3,5,2,4,4,1,1,3,2,2,1,4062.5669503,2,2,2,2,,,,,,
107301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,2,1,1,1,5,1,4,4,2,4,1,1,3,1,1309.6206628,2,2,2,2,,,,,,
107302,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,2,,2,2,1,1,5,2,3,4,1,4,1,1,3,1,1600.8521999,2,2,2,2,,,,,,
107401,,2,2,2,2,2,,,,,,,1,1,2,2,2,2,2,2,,1,2,2,,2,,2,2,2,2,6,2,4,4,2,3,2,1,3,1,2224.3936862,2,2,2,2,,,,,,
107501,,2,2,2,2,2,,,,,,,2,2,1,1,2,2,2,2,,1,2,2,,2,,2,1,1,1,5,2,2,4,2,4,1,3,3,1,1649.962716,2,2,2,2,,,,,,
107502,,2,2,2,2,2,,,,,,,2,1,2,1,2,2,2,2,,1,2,2,,2,,3,4,4,4,5,2,4,4,2,1,3,1,3,1,1954.3820239,2,2,2,2,,,,,,
107503,,2,2,2,2,2,,,,,,,1,1,2,1,2,2,2,2,,1,2,2,,1,2,3,3,3,3,7,2,4,3,2,1,3,1,3,1,1954.3820239,2,2,2,2,,,,,,
107601,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,3,3,3,2,7,2,4,3,1,2,3,1,2,1,3858.3579498,2,2,2,2,,,,,,
107602,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,3,2,2,2,8,2,4,4,2,2,2,3,2,1,4103.3092863,2,2,2,2,,,,,,
107701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,2,2,2,1,6,2,4,3,1,3,2,1,2,1,3186.4735147,2,2,2,2,,,,,,
107702,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,2,1,1,1,5,1,3,3,2,3,1,1,2,1,2224.3936862,2,2,2,2,,,,,,
107801,,2,2,1,2,2,0,0,1,0,0,0,1,1,1,1,1,2,2,2,,1,2,2,,1,2,1,1,1,1,7,2,3,4,2,4,2,1,4,2,1992.7176119,2,1,1,1,,58,58,0,,0
107802,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,2,2,2,2,,1,2,2,,2,,2,3,3,2,8,3,3,4,1,4,2,1,4,2,2027.5899274,2,1,1,1,,88,88,6,,6
107901,,2,1,2,2,2,0,0,1,0,0,0,2,1,2,1,2,2,2,2,,1,2,2,,2,,1,3,1,1,8,2,3,4,2,2,3,3,4,2,3528.8503266,2,1,1,1,,56,56,0,,0
107902,,1,1,1,2,2,0,0,2,1,0,0,2,1,2,1,2,2,1,1,1,1,2,2,,1,2,2,3,3,2,5,3,4,5,1,2,3,1,4,2,3221.7464853,2,1,1,1,,146,136,22,,22
108001,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,1,1,5,2,3,4,1,2,2,2,1,2,4139.1402558,2,2,2,2,,,,,,
10801,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,1,3,3,2,4,1,1,3,2,2253.9762932,2,2,2,2,,,,,,
10802,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,2,2,2,9,1,4,2,2,4,3,1,3,2,2253.9762932,2,2,2,2,,,,,,
108101,,2,2,2,2,2,,,,,,,2,1,2,1,2,2,2,2,,1,2,2,,2,,4,4,3,3,5,2,5,4,1,1,3,1,2,2,6014.979696,2,2,2,2,,,,,,
108201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,2,3,4,2,3,1,3,2,2,2063.8631296,2,2,2,2,,,,,,
108301,2,2,1,1,2,2,0,0,2,0,0,0,1,1,1,1,2,2,2,2,,1,2,2,,2,,3,3,4,4,8,2,5,3,1,1,2,1,2,2,6014.979696,1,1,1,1,288,114,114,407,400,7
108401,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,3,2,1,1,9,3,4,3,2,2,2,3,3,2,2815.4866564,2,2,2,2,,,,,,
108402,,2,1,2,2,2,0,0,2,0,0,0,2,1,2,1,1,2,2,2,,1,2,2,,2,,4,3,2,2,8,3,4,4,1,2,2,1,3,2,3440.1581487,2,1,1,1,,20,20,0,,0
108501,,1,1,1,2,2,0,0,2,0,0,0,2,1,1,1,2,2,2,1,1,1,2,2,,2,,3,4,4,4,9,2,5,3,2,1,3,1,3,2,2928.5706337,2,1,1,1,,21,21,0,,0
108601,,2,2,2,2,2,,,,,,,2,1,1,1,1,1,1,1,1,1,2,2,,2,,4,4,4,2,8,4,4,5,2,1,2,1,3,2,2928.5706337,2,2,2,2,,,,,,
108602,,2,1,2,2,2,0,0,1,0,0,0,2,1,2,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,6,3,4,4,1,2,2,1,3,2,4139.1402558,2,1,1,1,,16,16,0,,0
108701,,2,1,2,2,2,0,0,1,0,0,0,2,2,1,2,1,2,2,2,,1,2,2,,2,,1,1,1,1,5,2,5,4,1,2,2,1,3,2,4139.1402558,2,1,1,1,,16,16,0,,0
108702,,2,2,2,2,2,,,,,,,1,1,2,1,2,2,2,2,,1,2,2,,2,,2,2,2,1,5,1,3,4,2,2,2,3,3,2,2815.4866564,2,2,2,2,,,,,,
108801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,2,,2,,2,,2,,1,1,1,1,8,3,3,3,2,4,1,3,1,3,1505.3622508,2,2,2,2,,,,,,
108901,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,1,3,3,2,4,1,1,4,3,2292.1979366,2,2,2,2,,,,,,
109001,,2,2,1,2,2,0,0,1,0,0,0,1,1,2,1,2,1,1,2,,1,1,2,,1,2,4,2,2,2,5,2,4,4,1,1,3,2,1,2,5076.6231287,2,1,1,1,,210,210,40,,40
10901,,2,2,2,2,1,0,0,0,1,0,0,1,1,1,1,2,2,2,2,,1,2,1,2,2,,2,3,2,2,9,3,2,2,1,4,3,1,3,2,2865.3833928,2,1,1,2,,160,,0,,0
10902,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,1,1,9,2,5,3,2,4,2,3,3,2,2527.0397326,2,2,2,2,,,,,,
109101,,1,2,2,2,2,0,0,1,0,0,0,1,1,1,1,1,1,1,2,,1,1,2,,1,2,4,2,2,2,9,3,5,5,1,2,3,1,3,2,4637.0213932,2,1,1,1,,85,85,95,,95
109102,,2,2,2,1,2,0,0,0,0,1,0,2,2,2,1,2,1,1,2,,1,2,2,,1,2,1,2,1,1,8,2,4,4,2,2,2,1,3,2,2704.1488322,2,1,1,1,,5,5,0,,0
109202,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,2,,1,2,2,,2,,1,1,1,1,5,1,3,4,2,2,2,1,2,2,2535.2746112,2,2,2,2,,,,,,
109301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,2,,1,2,2,,1,2,1,1,1,1,6,2,3,4,2,2,2,2,1,2,2535.2746112,2,2,2,2,,,,,,
109401,,2,2,1,2,2,0,0,1,0,0,0,2,1,1,1,1,1,1,2,,1,2,2,,1,2,3,3,3,3,8,2,4,4,2,1,3,1,3,2,2153.6074582,2,1,1,1,,20,20,0,,0
109501,,2,2,2,2,2,,,,,,,1,1,1,1,2,1,1,2,,1,2,2,,1,2,3,4,4,2,8,2,4,4,2,1,3,1,3,2,2153.6074582,2,2,2,2,,,,,,
109502,,2,2,2,2,2,,,,,,,1,1,1,1,2,1,1,2,,1,1,2,,1,2,1,3,3,2,8,2,4,4,1,2,3,1,3,2,2862.9906371,2,2,2,2,,,,,,
109601,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,1,2,,1,2,2,,1,2,3,2,1,1,7,1,4,4,1,1,2,1,2,2,3991.0788422,2,2,2,2,,,,,,
109701,,1,2,2,2,2,0,0,1,0,0,0,1,2,2,1,2,1,1,2,,1,2,2,,1,2,3,2,2,2,9,2,4,4,2,3,3,1,1,2,2566.3681746,2,1,1,1,,60,60,0,,0
109801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,2,3,4,1,4,1,1,1,3,3167.1037486,2,2,2,2,,,,,,
109802,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,2,,2,,2,,2,,1,1,1,1,6,3,4,3,2,4,1,3,1,3,2252.7647972,2,2,2,2,,,,,,
109901,,1,2,2,2,2,0,0,1,0,0,0,2,2,2,2,2,2,1,2,,1,2,2,,2,,1,1,1,1,9,3,3,4,2,4,1,1,2,3,1479.465203,2,1,1,1,,10,10,12,,12
110001,,1,2,2,2,2,0,0,1,0,0,0,1,2,2,1,2,2,1,2,,1,2,2,,1,2,2,1,1,1,9,2,3,4,1,2,2,1,3,3,2605.194464,2,1,1,1,,16,16,0,,0
110002,,1,2,2,2,2,0,0,1,0,0,0,1,2,2,1,2,1,1,2,,1,2,2,,1,2,1,2,1,1,8,2,4,4,2,2,3,1,3,3,2100.4233508,2,1,1,1,,16,16,0,,0
11001,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,2,3,3,2,3,2,1,4,2,3177.8927461,2,2,2,2,,,,,,
11002,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,4,2,1,4,2,1,4,2,2865.3833928,2,2,2,2,,,,,,
11003,,2,2,2,2,1,0,0,0,0,2,0,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,2,4,5,1,1,2,1,4,2,6145.7481083,2,1,1,2,,960,,336,,336
11004,,1,2,2,2,1,0,0,0,0,2,0,1,1,1,1,2,2,2,1,2,1,2,2,,2,,1,2,2,2,8,2,4,3,2,1,2,3,4,2,3172.1179802,2,1,1,2,,240,,216,,216
1101,,1,2,2,2,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,,2,,2,,2,,1,2,2,1,5,2,3,4,2,3,3,3,3,2,2524.22545,2,1,1,2,,1,,2,,2
110101,,1,2,2,2,2,0,0,2,0,0,0,1,2,2,2,2,2,1,2,,1,2,2,,2,,1,1,1,1,8,1,3,3,2,3,2,1,1,3,2126.1837344,2,1,1,1,,20,20,18,,18
1102,,2,2,2,2,2,,,,,,,2,2,2,1,2,2,2,2,,2,,2,,2,,1,2,3,2,3,4,3,3,1,4,3,3,3,2,2275.9967884,2,2,2,2,,,,,,
110201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,2,,2,,2,,2,,1,1,1,1,5,3,4,3,1,3,1,1,1,2,2375.6003088,2,2,2,2,,,,,,
110301,,2,2,2,2,2,,,,,,,1,1,2,1,2,2,2,2,,1,2,2,,2,,1,3,2,2,8,1,4,4,2,1,2,1,2,2,4150.0888214,2,2,2,2,,,,,,
110401,,2,2,2,2,2,,,,,,,1,1,2,1,2,2,1,2,,1,2,2,,1,2,1,2,1,1,8,2,4,4,2,1,2,1,1,2,2153.6074582,2,2,2,2,,,,,,
110501,,1,2,2,2,2,0,0,1,0,0,0,1,2,2,1,2,1,1,2,,1,2,2,,1,2,3,3,2,1,9,3,4,4,1,3,2,1,3,2,2536.5599086,2,1,1,1,,242,242,10,,10
110601,5,2,2,2,2,2,,,,,,,1,1,2,1,1,1,2,1,1,1,2,2,,2,,3,3,3,3,7,2,4,4,2,2,3,1,4,2,2848.9951232,1,2,1,2,540,,,130,130,
110701,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,4,2,1,1,2,3,9,2,3368.1404426,2,2,2,2,,,,,,
110702,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,2,3,3,2,1,2,1,9,2,2888.4069447,2,2,2,2,,,,,,
110801,,1,2,2,2,2,0,0,0,1,0,0,1,1,1,1,1,1,1,2,,1,2,2,,2,,1,2,3,2,6,3,4,5,2,2,3,1,4,2,1613.5386289,2,1,1,2,,48,,25,,25
110802,,2,2,2,1,2,0,0,1,0,0,0,1,1,2,1,2,1,2,2,,1,2,2,,2,,1,2,3,3,7,2,4,3,1,2,3,1,4,2,2180.7123489,2,1,1,1,,16,16,0,,0
110901,,2,2,2,1,2,0,0,1,0,0,0,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,2,2,1,8,2,3,3,2,2,2,1,9,2,1613.5386289,2,1,1,1,,16,16,0,,0
110902,,2,2,2,2,2,,,,,,,1,1,1,2,1,1,2,2,,1,2,2,,2,,1,2,2,2,8,2,4,3,1,2,3,1,9,2,2721.1695704,2,2,2,2,,,,,,
111001,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,2,2,2,7,2,4,3,1,1,2,1,3,2,3368.1404426,2,2,2,2,,,,,,
11101,,1,2,2,2,2,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,2,2,2,5,3,5,4,1,4,2,1,2,2,2865.3833928,2,1,1,1,,194,194,20,,20
11102,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,1,1,1,2,2,,2,,1,1,2,1,2,2,4,3,2,3,2,3,2,2,3177.8927461,2,2,2,2,,,,,,
111101,,2,2,2,1,2,0,0,1,0,0,0,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,4,3,2,3,2,1,9,2,1870.8560278,2,1,1,1,,16,16,0,,0
111102,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,2,4,3,1,3,3,1,9,2,2543.2752017,2,2,2,2,,,,,,
111201,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,9,2,4,3,1,1,3,1,9,2,3368.1404426,2,2,2,2,,,,,,
111202,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,2,,1,2,1,2,2,,1,2,2,2,8,2,4,3,2,1,2,3,9,2,2888.4069447,2,2,2,2,,,,,,
111301,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,2,,1,2,1,2,2,,1,2,2,2,9,1,4,4,2,2,2,3,9,2,1613.5386289,2,2,2,2,,,,,,
111302,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,2,2,,1,2,2,,2,,1,3,3,3,8,2,4,3,1,3,3,1,9,2,2543.2752017,2,2,2,2,,,,,,
111401,,2,2,2,2,2,,,,,,,1,2,2,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,1,3,2,3,2,2,2,1,3,2,1613.5386289,2,2,2,2,,,,,,
111402,,2,2,2,2,2,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,2,4,3,1,3,2,1,3,2,2543.2752017,2,2,2,2,,,,,,
111501,,1,1,2,1,2,0,0,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,2,,2,,2,4,4,4,8,4,3,4,1,2,3,1,4,1,4989.0483301,2,1,1,1,,90,90,7,,7
111502,,1,2,2,2,2,0,0,1,0,0,0,2,2,2,1,1,1,1,1,1,1,2,2,,2,,4,2,2,1,8,3,3,4,2,2,3,3,4,1,3569.6766864,2,1,1,1,,64,64,20,,20
111601,,2,1,2,1,2,0,0,1,0,0,0,1,1,2,2,2,2,2,2,,1,2,2,,2,,1,4,4,3,5,3,4,3,1,2,3,1,3,1,2314.4396914,2,1,1,1,,10,10,0,,0
111602,,2,2,2,2,2,,,,,,,2,2,2,2,2,1,1,2,,1,2,2,,2,,1,2,2,1,5,3,4,4,2,2,3,3,3,1,1655.9874473,2,2,2,2,,,,,,
111701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,2,1,5,3,4,3,1,4,2,1,2,1,1904.8929524,2,2,2,2,,,,,,
111702,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,3,4,3,2,4,1,3,2,1,1495.7624613,2,2,2,2,,,,,,
111801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,2,4,4,2,3,2,1,2,1,2197.2177119,2,2,2,2,,,,,,
111901,,1,2,1,2,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,4,4,4,4,4,2,4,3,1,2,3,1,2,1,2264.0833179,2,1,1,1,,76,76,10,,10
112001,,1,1,1,2,2,0,0,1,1,0,0,1,1,2,1,1,2,1,2,,1,1,2,,2,,3,4,4,4,8,3,4,3,1,2,3,1,3,1,4989.0483301,2,1,1,1,,32,20,0,,0
112002,,2,2,2,2,2,,,,,,,2,1,2,1,1,2,1,1,1,1,2,2,,2,,2,4,4,4,8,3,4,4,2,2,3,3,3,1,3569.6766864,2,2,2,2,,,,,,
11201,,1,2,2,1,2,0,0,0,1,1,0,1,2,1,2,2,1,2,2,,1,2,2,,2,,2,1,1,1,5,3,5,3,1,4,2,3,3,2,2969.4186114,2,1,1,2,,194,,11,,11
11202,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,1,1,1,2,2,,1,2,1,1,1,1,7,4,4,4,1,4,2,3,3,2,2969.4186114,2,2,2,2,,,,,,
112102,,2,2,2,2,2,,,,,,,2,1,1,1,1,2,2,2,,1,2,2,,2,,2,1,1,1,7,2,4,4,2,2,2,3,3,1,2079.2368864,2,2,2,2,,,,,,
112202,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,1,4,4,2,4,1,1,3,1,1100.4012059,2,2,2,2,,,,,,
112302,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,1,1,2,,2,,2,,1,1,1,1,5,2,4,4,2,4,1,3,1,1,1260.6915337,2,2,2,2,,,,,,
112401,,2,1,2,2,2,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,2,2,,1,2,4,3,3,3,7,2,4,3,1,3,3,1,3,1,1822.3723948,2,1,1,1,,16,16,0,,0
112501,,2,2,2,2,2,,,,,,,2,2,1,2,1,2,2,2,,2,,2,,2,,2,1,1,1,5,2,4,3,1,4,1,1,4,2,1850.3786212,2,2,2,2,,,,,,
112502,,2,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,1,1,1,1,2,2,,2,,2,1,1,1,6,2,4,4,2,3,1,1,4,2,1891.5167836,2,1,1,2,,72,,2,,2
112503,,2,1,2,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,3,2,2,2,7,3,3,4,2,1,3,1,4,2,3359.5957126,2,1,1,1,,154,130,47,,47
112601,,2,1,2,2,2,0,0,0,1,0,0,1,1,1,1,1,2,1,2,,1,2,2,,2,,4,3,3,3,6,3,4,5,1,3,2,1,3,1,3463.6696265,2,1,1,2,,60,,0,,0
112602,,1,1,1,1,2,0,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,5,2,2,2,8,3,4,5,2,2,2,1,3,1,2084.6444138,2,1,1,1,,660,370,100,,100
112701,,1,2,1,1,2,0,0,0,3,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,2,3,2,2,9,3,4,5,1,4,3,1,4,1,1626.0547311,2,1,1,2,,628,,46,,46
112702,,1,1,1,2,2,0,0,1,2,0,0,1,1,1,1,2,1,2,2,,1,2,2,,1,2,1,2,1,1,8,3,4,5,2,3,3,1,4,1,1537.8936857,2,1,1,1,,434,90,6,,6
112703,6,1,2,1,2,2,0,0,2,0,0,0,2,1,1,1,2,1,2,1,1,1,1,2,,2,,5,4,3,1,,2,4,4,1,1,3,3,4,1,3090.5331485,1,1,1,1,1120,250,250,1047,900,147
